Date,HospitalID,BloodGroup,UnitsAvailable,UnitsCollected,UnitsUsed,UnitsExpired,EmergencyCases,TrafficIndex,AvgTemperature,HolidayFlag,WeekendFlag
2025-10-23,HOSP_A,AB+,18,4,4,0,0,0.35,16.15,0,0
2025-10-24,HOSP_A,AB+,18,10,5,0,2,0.77,17.92,0,0
2025-10-24,HOSP_A,AB+,23,14,12,0,5,0.78,16.24,0,0
2025-10-25,HOSP_A,AB+,25,7,9,0,4,0.56,12.58,0,1
2025-10-25,HOSP_A,AB+,23,14,12,0,3,0.5,15.05,0,1
2025-10-25,HOSP_A,AB+,25,0,6,0,2,0.55,19.39,0,1
2025-10-25,HOSP_A,AB+,19,3,4,0,0,0.31,15.19,0,1
2025-10-26,HOSP_A,AB+,18,8,11,0,2,0.35,14.86,0,1
2025-10-26,HOSP_A,AB+,15,8,7,0,2,0.55,12.81,0,1
2025-10-26,HOSP_A,AB+,16,6,8,0,4,0.48,14.91,0,1
2025-10-27,HOSP_A,AB+,14,6,8,0,4,0.5,18.79,0,0
2025-10-27,HOSP_A,AB+,12,4,4,0,1,0.52,14.93,0,0
2025-10-27,HOSP_A,AB+,12,10,9,0,5,0.73,17.24,0,0
2025-10-28,HOSP_A,AB+,13,4,7,0,1,0.68,13.52,0,0
2025-10-28,HOSP_A,AB+,10,4,6,0,3,0.8,17.45,0,0
2025-10-28,HOSP_A,AB+,8,5,8,0,3,0.64,19.15,0,0
2025-10-28,HOSP_A,AB+,5,9,10,0,3,0.53,17.41,0,0
2025-10-29,HOSP_A,AB+,4,7,3,0,1,0.83,15.24,0,0
2025-10-29,HOSP_A,AB+,8,5,6,0,2,0.8,16.58,0,0
2025-10-29,HOSP_A,AB+,7,5,6,0,2,0.36,14.13,0,0
2025-10-31,HOSP_A,AB+,6,10,10,0,6,0.89,16.55,0,0
2025-11-01,HOSP_A,AB+,6,11,13,0,6,0.77,14.74,0,1
2025-11-01,HOSP_A,AB+,4,11,12,0,5,0.81,18.93,0,1
2025-11-02,HOSP_A,AB+,3,6,8,0,1,0.7,14.15,0,1
2025-11-02,HOSP_A,AB+,1,15,13,0,6,0.88,16.04,0,1
2025-11-04,HOSP_A,AB+,3,6,4,0,1,0.38,11.89,0,0
2025-11-07,HOSP_A,AB+,5,6,6,0,1,0.56,17.26,0,0
2025-11-08,HOSP_A,AB+,5,7,6,0,1,0.49,18.3,0,1
2025-11-08,HOSP_A,AB+,6,6,6,0,2,0.32,16.86,0,1
2025-11-08,HOSP_A,AB+,6,7,11,0,3,0.41,18.29,0,1
2025-11-08,HOSP_A,AB+,2,11,10,0,5,0.85,20.82,0,1
2025-11-09,HOSP_A,AB+,3,7,8,0,0,0.31,17.77,0,1
2025-11-09,HOSP_A,AB+,2,7,9,0,5,0.69,16.85,0,1
2025-11-09,HOSP_A,AB+,0,9,8,0,1,0.51,16.28,0,1
2025-11-10,HOSP_A,AB+,1,7,8,0,5,0.71,15.18,0,0
2025-11-10,HOSP_A,AB+,0,1,1,0,2,0.47,17.14,0,0
2025-11-10,HOSP_A,AB+,0,8,8,0,6,0.75,15.84,0,0
2025-11-10,HOSP_A,AB+,0,7,7,0,2,0.56,19.84,0,0
2025-11-10,HOSP_A,AB+,0,9,9,0,2,0.34,16.37,0,0
2025-11-11,HOSP_A,AB+,0,4,4,0,5,0.68,15.54,0,0
2025-11-11,HOSP_A,AB+,0,10,10,0,5,0.85,16.11,0,0
2025-11-11,HOSP_A,AB+,0,1,1,0,2,0.36,17.12,0,0
2025-11-11,HOSP_A,AB+,0,4,4,0,3,0.47,17.82,0,0
2025-11-11,HOSP_A,AB+,0,6,6,0,0,0.3,17.45,0,0
2025-11-12,HOSP_A,AB+,0,10,10,0,4,0.5,15.64,0,0
2025-11-14,HOSP_A,AB+,0,15,11,0,5,0.65,17.46,0,0
2025-11-14,HOSP_A,AB+,4,9,10,0,7,0.86,20.16,0,0
2025-11-14,HOSP_A,AB+,3,6,9,0,6,0.85,19.45,0,0
2025-11-14,HOSP_A,AB+,0,2,2,0,2,0.66,17.62,0,0
2025-11-15,HOSP_A,AB+,0,16,14,0,5,0.69,17.07,0,1
2025-11-17,HOSP_A,AB+,2,9,8,0,3,0.34,19.33,0,0
2025-11-17,HOSP_A,AB+,3,11,10,0,3,0.37,21.75,0,0
2025-11-17,HOSP_A,AB+,4,4,7,0,4,0.87,22.91,0,0
2025-11-18,HOSP_A,AB+,1,10,9,0,2,0.39,15.53,0,0
2025-11-18,HOSP_A,AB+,2,3,5,0,2,0.37,19.71,0,0
2025-11-18,HOSP_A,AB+,0,7,6,0,3,0.51,19.46,0,0
2025-11-18,HOSP_A,AB+,1,6,5,0,1,0.55,17.09,0,0
2025-11-19,HOSP_A,AB+,2,1,2,0,0,0.48,17.91,0,0
2025-11-19,HOSP_A,AB+,1,5,6,0,5,0.84,21.82,0,0
2025-11-19,HOSP_A,AB+,0,10,10,0,5,0.7,19.33,0,0
2025-11-19,HOSP_A,AB+,0,7,5,0,2,0.44,17.28,0,0
2025-11-19,HOSP_A,AB+,2,5,3,0,0,0.43,17.03,0,0
2025-11-20,HOSP_A,AB+,4,6,8,0,3,0.65,19.3,0,0
2025-11-20,HOSP_A,AB+,2,10,9,0,4,0.5,21.78,0,0
2025-11-20,HOSP_A,AB+,3,6,6,0,2,0.61,18.64,0,0
2025-11-20,HOSP_A,AB+,3,5,7,0,1,0.32,21.11,0,0
2025-11-21,HOSP_A,AB+,1,9,9,0,3,0.71,17.72,0,0
2025-11-21,HOSP_A,AB+,1,10,9,0,3,0.61,20.71,0,0
2025-11-22,HOSP_A,AB+,2,19,12,0,5,0.85,24.68,0,1
2025-11-22,HOSP_A,AB+,9,13,11,0,2,0.36,16.67,0,1
2025-11-23,HOSP_A,AB+,11,7,10,0,4,0.55,19.69,0,1
2025-11-23,HOSP_A,AB+,8,14,13,0,5,0.58,17.87,0,1
2025-11-23,HOSP_A,AB+,9,8,10,0,4,0.65,20.0,0,1
2025-11-24,HOSP_A,AB+,7,4,8,0,6,0.68,19.78,0,0
2025-11-24,HOSP_A,AB+,3,5,5,0,1,0.64,19.05,0,0
2025-11-25,HOSP_A,AB+,3,3,5,0,1,0.44,20.12,0,0
2025-11-25,HOSP_A,AB+,1,5,5,0,1,0.39,22.78,0,0
2025-11-25,HOSP_A,AB+,1,6,6,0,1,0.5,22.94,0,0
2025-11-26,HOSP_A,AB+,1,6,7,0,3,0.38,17.28,0,0
2025-11-27,HOSP_A,AB+,0,6,6,0,2,0.68,20.19,0,0
2025-11-27,HOSP_A,AB+,0,5,5,0,4,0.47,22.75,0,0
2025-11-28,HOSP_A,AB+,0,9,7,0,4,0.53,20.07,0,0
2025-11-28,HOSP_A,AB+,2,3,5,0,2,0.33,18.38,0,0
2025-11-29,HOSP_A,AB+,0,16,12,0,6,0.88,21.31,0,1
2025-11-29,HOSP_A,AB+,4,11,11,0,3,0.64,19.05,0,1
2025-11-30,HOSP_A,AB+,4,15,13,0,7,0.81,21.76,0,1
2025-11-30,HOSP_A,AB+,6,8,10,0,2,0.42,19.59,0,1
2025-11-30,HOSP_A,AB+,4,0,4,0,1,0.44,19.84,0,1
2025-12-01,HOSP_A,AB+,0,14,10,0,3,0.48,20.05,0,0
2025-12-01,HOSP_A,AB+,4,8,9,0,3,0.57,20.32,0,0
2025-12-02,HOSP_A,AB+,3,15,12,0,5,0.63,20.21,0,0
2025-12-04,HOSP_A,AB+,6,9,8,0,3,0.85,20.43,0,0
2025-12-04,HOSP_A,AB+,7,12,8,0,4,0.52,19.73,0,0
2025-12-04,HOSP_A,AB+,11,12,11,0,5,0.63,22.2,0,0
2025-12-04,HOSP_A,AB+,12,5,7,0,2,0.68,18.94,0,0
2025-12-05,HOSP_A,AB+,10,14,14,0,7,0.79,19.78,0,0
2025-12-06,HOSP_A,AB+,10,10,8,0,3,0.63,20.29,0,1
2025-12-06,HOSP_A,AB+,12,9,11,0,4,0.59,22.17,0,1
2025-12-06,HOSP_A,AB+,10,9,11,0,5,0.71,19.18,0,1
2025-12-06,HOSP_A,AB+,8,4,5,0,1,0.32,17.91,0,1
2025-12-07,HOSP_A,AB+,7,13,10,0,4,0.45,19.42,0,1
2025-12-08,HOSP_A,AB+,10,7,6,0,1,0.46,20.97,0,0
2025-12-08,HOSP_A,AB+,11,2,5,0,1,0.71,23.44,0,0
2025-12-08,HOSP_A,AB+,8,6,6,0,0,0.38,22.24,0,0
2025-12-08,HOSP_A,AB+,8,11,7,0,1,0.3,21.05,0,0
2025-12-08,HOSP_A,AB+,12,5,9,0,5,0.74,21.56,0,0
2025-12-09,HOSP_A,AB+,8,14,12,0,7,0.88,18.89,0,0
2025-12-10,HOSP_A,AB+,10,6,7,0,4,0.58,22.02,0,0
2025-12-10,HOSP_A,AB+,9,4,4,0,1,0.32,18.8,0,0
2025-12-10,HOSP_A,AB+,9,9,9,0,3,0.47,16.93,0,0
2025-12-12,HOSP_A,AB+,9,6,5,0,1,0.43,22.85,0,0
2025-12-13,HOSP_A,AB+,10,7,6,0,1,0.47,18.83,0,1
2025-12-14,HOSP_A,AB+,11,7,11,0,4,0.62,22.95,0,1
2025-12-14,HOSP_A,AB+,7,4,7,0,1,0.64,19.29,0,1
2025-12-14,HOSP_A,AB+,4,7,11,0,2,0.38,15.67,0,1
2025-12-15,HOSP_A,AB+,0,6,4,0,1,0.52,20.56,0,0
2025-12-15,HOSP_A,AB+,2,8,9,0,3,0.36,25.04,0,0
2025-12-15,HOSP_A,AB+,1,6,7,0,2,0.37,22.99,0,0
2025-12-15,HOSP_A,AB+,0,6,6,0,3,0.54,23.12,0,0
2025-12-17,HOSP_A,AB+,0,6,6,0,5,0.84,19.2,0,0
2025-12-17,HOSP_A,AB+,0,7,4,0,2,0.69,24.21,0,0
2025-12-17,HOSP_A,AB+,3,5,6,0,0,0.31,23.61,0,0
2025-12-17,HOSP_A,AB+,2,3,5,0,4,0.64,21.12,0,0
2025-12-18,HOSP_A,AB+,0,7,7,0,4,0.79,19.15,0,0
2025-12-18,HOSP_A,AB+,0,9,5,0,2,0.75,21.98,0,0
2025-12-18,HOSP_A,AB+,4,4,6,0,1,0.8,21.24,0,0
2025-12-19,HOSP_A,AB+,2,8,7,0,5,0.65,26.65,0,0
2025-12-19,HOSP_A,AB+,3,4,7,0,1,0.5,22.49,0,0
2025-12-20,HOSP_A,AB+,0,8,8,0,2,0.87,22.89,0,1
2025-12-20,HOSP_A,AB+,0,10,9,0,1,0.47,23.33,0,1
2025-12-21,HOSP_A,AB+,1,12,13,0,6,0.75,23.02,0,1
2025-12-21,HOSP_A,AB+,0,11,9,0,3,0.51,22.55,0,1
2025-12-22,HOSP_A,AB+,2,11,10,0,6,0.77,26.39,0,0
2025-12-22,HOSP_A,AB+,3,9,8,0,4,0.69,19.41,0,0
2025-12-22,HOSP_A,AB+,4,14,10,0,4,0.79,19.96,0,0
2025-12-23,HOSP_A,AB+,8,13,7,0,3,0.84,22.6,0,0
2025-12-23,HOSP_A,AB+,14,0,4,0,1,0.83,23.94,0,0
2025-12-23,HOSP_A,AB+,10,1,6,0,1,0.43,23.46,0,0
2025-12-24,HOSP_A,AB+,5,3,6,0,3,0.67,23.83,0,0
2025-12-24,HOSP_A,AB+,2,6,7,0,2,0.32,24.02,0,0
2025-12-24,HOSP_A,AB+,1,5,6,0,2,0.65,22.04,0,0
2025-12-25,HOSP_A,AB+,0,6,6,0,1,0.57,25.47,0,0
2025-12-25,HOSP_A,AB+,0,7,7,0,3,0.41,22.5,0,0
2025-12-26,HOSP_A,AB+,0,5,5,0,4,0.8,22.86,0,0
2025-12-26,HOSP_A,AB+,0,8,8,0,6,0.78,24.22,0,0
2025-12-26,HOSP_A,AB+,0,8,6,0,1,0.39,24.67,0,0
2025-12-26,HOSP_A,AB+,2,10,7,0,3,0.86,25.99,0,0
2025-12-27,HOSP_A,AB+,5,7,10,0,2,0.87,23.38,0,1
2025-12-27,HOSP_A,AB+,2,7,9,0,4,0.59,23.0,0,1
2025-12-27,HOSP_A,AB+,0,10,10,0,4,0.46,26.83,0,1
2025-12-27,HOSP_A,AB+,0,9,9,0,2,0.32,26.62,0,1
2025-12-27,HOSP_A,AB+,0,13,10,0,3,0.49,24.27,0,1
2025-12-28,HOSP_A,AB+,3,15,14,0,7,0.79,23.79,0,1
2025-12-28,HOSP_A,AB+,4,14,12,0,4,0.58,25.64,0,1
2025-12-30,HOSP_A,AB+,6,10,9,0,2,0.73,26.34,0,0
2025-12-30,HOSP_A,AB+,7,14,13,0,6,0.84,25.31,0,0
2025-12-30,HOSP_A,AB+,8,10,9,0,5,0.85,23.57,0,0
2025-12-30,HOSP_A,AB+,9,7,8,0,3,0.61,24.09,0,0
2025-12-31,HOSP_A,AB+,8,10,9,0,3,0.76,27.65,0,0
2023-01-01,HOSP_A,AB-,183,20,20,1,3,0.39,22.12,1,1
2023-01-01,HOSP_A,AB-,182,15,17,1,1,0.86,26.26,1,1
2023-01-01,HOSP_A,AB-,179,18,20,1,3,0.77,25.39,1,1
2023-01-01,HOSP_A,AB-,176,23,26,1,5,0.68,25.22,1,1
2023-01-01,HOSP_A,AB-,172,16,20,1,2,0.5,26.99,1,1
2023-01-02,HOSP_A,AB-,167,17,15,1,1,0.85,26.02,1,0
2023-01-03,HOSP_A,AB-,168,22,24,1,6,0.8,28.88,1,0
2023-01-03,HOSP_A,AB-,165,10,11,1,0,0.35,22.11,1,0
2023-01-04,HOSP_A,AB-,163,13,9,1,0,0.43,21.85,1,0
2023-01-04,HOSP_A,AB-,166,8,17,1,1,0.64,28.34,1,0
2023-01-05,HOSP_A,AB-,156,11,13,1,4,0.73,24.08,0,0
2023-01-06,HOSP_A,AB-,153,15,12,1,5,0.6,26.2,0,0
2023-01-07,HOSP_A,AB-,155,3,9,1,1,0.8,26.8,0,1
2023-01-07,HOSP_A,AB-,148,15,12,1,2,0.51,28.93,0,1
2023-01-07,HOSP_A,AB-,150,20,18,1,4,0.53,31.08,0,1
2023-01-07,HOSP_A,AB-,151,15,12,1,1,0.67,24.15,0,1
2023-01-08,HOSP_A,AB-,153,19,16,1,3,0.44,27.2,0,1
2023-01-08,HOSP_A,AB-,155,14,18,1,4,0.62,29.14,0,1
2023-01-08,HOSP_A,AB-,150,19,13,1,2,0.51,24.45,0,1
2023-01-08,HOSP_A,AB-,155,12,19,1,4,0.53,26.75,0,1
2023-01-08,HOSP_A,AB-,147,10,13,1,2,0.43,24.22,0,1
2023-01-09,HOSP_A,AB-,143,6,7,1,2,0.31,28.28,0,0
2023-01-09,HOSP_A,AB-,141,14,14,1,3,0.79,26.36,0,0
2023-01-09,HOSP_A,AB-,140,6,12,1,3,0.72,27.38,0,0
2023-01-10,HOSP_A,AB-,133,10,10,1,1,0.43,23.37,0,0
2023-01-11,HOSP_A,AB-,132,8,10,1,1,0.38,27.07,0,0
2023-01-11,HOSP_A,AB-,129,12,12,1,2,0.78,29.6,0,0
2023-01-11,HOSP_A,AB-,128,11,7,1,2,0.48,23.58,0,0
2023-01-12,HOSP_A,AB-,131,14,11,1,1,0.59,27.16,0,0
2023-01-12,HOSP_A,AB-,133,10,9,1,1,0.34,24.92,0,0
2023-01-13,HOSP_A,AB-,133,14,11,1,1,0.34,26.36,0,0
2023-01-13,HOSP_A,AB-,135,11,14,1,5,0.81,29.22,0,0
2023-01-15,HOSP_A,AB-,131,17,18,1,4,0.51,26.9,0,1
2023-01-16,HOSP_A,AB-,129,10,9,1,2,0.57,28.34,0,0
2023-01-18,HOSP_A,AB-,129,8,10,1,4,0.7,26.39,0,0
2023-01-18,HOSP_A,AB-,126,10,15,1,6,0.69,26.71,0,0
2023-01-19,HOSP_A,AB-,120,9,9,1,3,0.57,29.65,0,0
2023-01-19,HOSP_A,AB-,119,10,11,1,3,0.66,25.78,0,0
2023-01-20,HOSP_A,AB-,117,4,5,1,1,0.34,27.99,0,0
2023-01-20,HOSP_A,AB-,115,4,7,1,2,0.54,26.02,0,0
2023-01-20,HOSP_A,AB-,111,9,7,1,0,0.41,26.33,0,0
2023-01-21,HOSP_A,AB-,112,12,14,1,2,0.68,29.2,0,1
2023-01-21,HOSP_A,AB-,109,15,14,1,3,0.43,30.11,0,1
2023-01-21,HOSP_A,AB-,109,19,17,1,3,0.52,33.4,0,1
2023-01-22,HOSP_A,AB-,110,20,18,1,4,0.82,30.79,0,1
2023-01-22,HOSP_A,AB-,111,1,9,1,1,0.46,26.75,0,1
2023-01-22,HOSP_A,AB-,102,16,14,1,1,0.76,26.83,0,1
2023-01-22,HOSP_A,AB-,103,19,19,1,4,0.47,29.05,0,1
2023-01-23,HOSP_A,AB-,102,11,10,1,4,0.88,24.03,0,0
2023-01-23,HOSP_A,AB-,102,13,11,1,4,0.87,28.94,0,0
2023-01-24,HOSP_A,AB-,103,9,7,1,2,0.87,29.56,0,0
2023-01-24,HOSP_A,AB-,104,13,13,1,2,0.79,30.38,0,0
2023-01-25,HOSP_A,AB-,103,7,8,1,1,0.53,29.4,0,0
2023-01-27,HOSP_A,AB-,101,10,6,1,1,0.61,30.96,0,0
2023-01-27,HOSP_A,AB-,104,21,16,1,5,0.85,31.94,0,0
2023-01-28,HOSP_A,AB-,108,18,18,1,3,0.39,31.27,0,1
2023-01-30,HOSP_A,AB-,107,14,12,1,3,0.51,27.76,0,0
2023-01-30,HOSP_A,AB-,108,11,9,1,3,0.87,26.68,0,0
2023-01-31,HOSP_A,AB-,109,15,20,1,6,0.68,29.41,0,0
2023-01-31,HOSP_A,AB-,103,17,12,1,5,0.59,33.2,0,0
2023-02-01,HOSP_A,AB-,107,6,7,1,2,0.85,31.98,0,0
2023-02-01,HOSP_A,AB-,105,10,8,1,1,0.81,33.88,0,0
2023-02-05,HOSP_A,AB-,106,16,16,1,5,0.89,33.91,0,1
2023-02-06,HOSP_A,AB-,105,19,13,1,2,0.35,31.59,0,0
2023-02-06,HOSP_A,AB-,110,15,14,1,3,0.5,35.78,0,0
2023-02-06,HOSP_A,AB-,110,12,8,1,1,0.62,32.05,0,0
2023-02-06,HOSP_A,AB-,113,10,14,1,3,0.83,28.72,0,0
2023-02-07,HOSP_A,AB-,108,9,10,1,1,0.33,34.13,0,0
2023-02-07,HOSP_A,AB-,106,10,8,1,1,0.49,30.09,0,0
2023-02-07,HOSP_A,AB-,107,6,6,1,0,0.3,29.68,0,0
2023-02-07,HOSP_A,AB-,106,10,14,1,3,0.72,33.42,0,0
2023-02-08,HOSP_A,AB-,101,10,9,1,3,0.88,34.33,0,0
2023-02-08,HOSP_A,AB-,101,1,6,1,1,0.58,31.93,0,0
2023-02-10,HOSP_A,AB-,95,10,11,0,1,0.32,31.8,0,0
2023-02-10,HOSP_A,AB-,94,14,19,0,5,0.74,35.91,0,0
2023-02-10,HOSP_A,AB-,89,8,7,0,2,0.7,30.83,0,0
2023-02-11,HOSP_A,AB-,90,7,12,0,0,0.43,32.18,0,1
2023-02-13,HOSP_A,AB-,85,11,11,0,3,0.83,34.29,0,0
2023-02-13,HOSP_A,AB-,85,12,12,0,5,0.67,30.71,0,0
2023-02-13,HOSP_A,AB-,85,4,6,0,1,0.55,32.51,0,0
2023-02-14,HOSP_A,AB-,83,7,8,0,2,0.76,31.49,0,0
2023-02-15,HOSP_A,AB-,82,16,19,0,5,0.71,32.17,0,0
2023-02-15,HOSP_A,AB-,79,13,8,0,1,0.55,30.51,0,0
2023-02-15,HOSP_A,AB-,84,8,8,0,1,0.67,31.62,0,0
2023-02-16,HOSP_A,AB-,84,5,6,0,1,0.55,35.28,0,0
2023-02-16,HOSP_A,AB-,83,13,16,0,4,0.83,31.9,0,0
2023-02-18,HOSP_A,AB-,80,19,20,0,5,0.56,34.36,0,1
2023-02-18,HOSP_A,AB-,79,8,12,0,2,0.53,33.62,0,1
2023-02-19,HOSP_A,AB-,75,17,13,0,0,0.33,34.26,0,1
2023-02-19,HOSP_A,AB-,79,16,18,0,4,0.54,33.48,0,1
2023-02-19,HOSP_A,AB-,77,24,22,0,7,0.79,33.13,0,1
2023-02-20,HOSP_A,AB-,79,12,13,0,5,0.61,31.99,0,0
2023-02-20,HOSP_A,AB-,78,4,8,0,2,0.71,34.41,0,0
2023-02-20,HOSP_A,AB-,74,8,12,0,2,0.48,33.93,0,0
2023-02-21,HOSP_A,AB-,70,22,21,0,7,0.84,32.71,0,0
2023-02-22,HOSP_A,AB-,71,15,12,0,4,0.52,33.45,0,0
2023-02-22,HOSP_A,AB-,74,14,11,0,1,0.85,31.71,0,0
2023-02-23,HOSP_A,AB-,77,4,8,0,2,0.76,33.34,0,0
2023-02-23,HOSP_A,AB-,73,8,8,0,2,0.58,32.21,0,0
2023-02-23,HOSP_A,AB-,73,15,16,0,7,0.89,31.02,0,0
2023-02-23,HOSP_A,AB-,72,15,17,0,7,0.81,36.58,0,0
2023-02-23,HOSP_A,AB-,70,10,12,0,2,0.6,31.34,0,0
2023-02-24,HOSP_A,AB-,68,20,19,0,7,0.87,31.95,0,0
2023-02-24,HOSP_A,AB-,69,7,6,0,1,0.84,30.48,0,0
2023-02-25,HOSP_A,AB-,70,18,15,0,4,0.52,30.96,0,1
2023-02-25,HOSP_A,AB-,73,10,18,0,4,0.71,34.9,0,1
2023-02-25,HOSP_A,AB-,65,14,10,0,2,0.31,32.13,0,1
2023-02-25,HOSP_A,AB-,69,9,11,0,2,0.75,34.63,0,1
2023-02-25,HOSP_A,AB-,67,8,14,0,1,0.39,32.26,0,1
2023-02-25,HOSP_A,AB-,61,21,21,0,5,0.66,31.36,0,1
2023-02-26,HOSP_A,AB-,61,10,12,0,1,0.73,32.02,0,1
2023-02-26,HOSP_A,AB-,59,26,24,0,6,0.9,32.75,0,1
2023-02-26,HOSP_A,AB-,61,14,11,0,2,0.48,32.22,0,1
2023-02-27,HOSP_A,AB-,64,5,7,0,1,0.48,32.41,0,0
2023-02-27,HOSP_A,AB-,62,11,13,0,2,0.37,34.54,0,0
2023-02-27,HOSP_A,AB-,60,11,10,0,0,0.49,32.51,0,0
2023-02-27,HOSP_A,AB-,61,13,15,0,3,0.73,32.53,0,0
2023-02-28,HOSP_A,AB-,59,6,9,0,1,0.81,31.96,0,0
2023-02-28,HOSP_A,AB-,56,7,12,0,4,0.57,31.9,0,0
2023-02-28,HOSP_A,AB-,51,8,10,0,2,0.6,34.22,0,0
2023-03-01,HOSP_A,AB-,49,12,12,0,7,0.84,33.28,0,0
2023-03-02,HOSP_A,AB-,49,3,5,0,3,0.46,35.24,0,0
2023-03-02,HOSP_A,AB-,47,9,3,0,1,0.36,36.52,0,0
2023-03-02,HOSP_A,AB-,53,12,10,0,6,0.69,33.99,0,0
2023-03-03,HOSP_A,AB-,55,6,8,0,4,0.66,34.04,0,0
2023-03-04,HOSP_A,AB-,53,8,5,0,0,0.35,36.21,0,1
2023-03-04,HOSP_A,AB-,56,15,10,0,4,0.6,36.31,0,1
2023-03-04,HOSP_A,AB-,61,4,6,0,1,0.45,36.02,0,1
2023-03-05,HOSP_A,AB-,59,14,9,0,2,0.38,34.93,0,1
2023-03-05,HOSP_A,AB-,64,2,8,0,2,0.33,33.16,0,1
2023-03-05,HOSP_A,AB-,58,8,7,0,1,0.43,34.07,0,1
2023-03-05,HOSP_A,AB-,59,4,5,0,1,0.51,32.63,0,1
2023-03-06,HOSP_A,AB-,58,1,5,0,3,0.46,32.63,0,0
2023-03-07,HOSP_A,AB-,54,3,5,0,1,0.37,34.61,0,0
2023-03-08,HOSP_A,AB-,52,3,6,0,4,0.77,35.29,0,0
2023-03-08,HOSP_A,AB-,49,16,8,0,6,0.79,37.12,0,0
2023-03-09,HOSP_A,AB-,57,7,5,0,1,0.83,33.74,0,0
2023-03-10,HOSP_A,AB-,59,12,9,0,7,0.78,37.65,0,0
2023-03-10,HOSP_A,AB-,62,6,3,0,1,0.55,33.61,0,0
2023-03-11,HOSP_A,AB-,65,10,9,0,5,0.7,29.32,0,1
2023-03-11,HOSP_A,AB-,66,9,10,0,4,0.8,36.43,0,1
2023-03-13,HOSP_A,AB-,65,8,6,0,2,0.38,36.03,0,0
2023-03-14,HOSP_A,AB-,67,7,3,0,1,0.39,33.5,0,0
2023-03-15,HOSP_A,AB-,71,4,3,0,1,0.52,35.62,0,0
2023-03-15,HOSP_A,AB-,72,11,6,0,2,0.71,32.27,0,0
2023-03-15,HOSP_A,AB-,77,6,6,0,3,0.8,38.02,0,0
2023-03-16,HOSP_A,AB-,77,2,4,0,1,0.32,34.23,0,0
2023-03-16,HOSP_A,AB-,75,12,9,0,4,0.59,33.63,0,0
2023-03-16,HOSP_A,AB-,78,5,3,0,1,0.33,32.19,0,0
2023-03-18,HOSP_A,AB-,80,4,8,0,2,0.72,35.56,0,1
2023-03-18,HOSP_A,AB-,76,0,5,0,1,0.76,34.83,0,1
2023-03-19,HOSP_A,AB-,71,7,6,0,2,0.42,36.06,0,1
2023-03-19,HOSP_A,AB-,72,11,10,0,4,0.71,33.37,0,1
2023-03-21,HOSP_A,AB-,73,12,7,0,3,0.51,32.42,0,0
2023-03-21,HOSP_A,AB-,78,4,4,0,2,0.76,37.31,0,0
2023-03-21,HOSP_A,AB-,78,4,6,0,3,0.65,33.66,0,0
2023-03-21,HOSP_A,AB-,76,4,6,0,2,0.5,36.87,0,0
2023-03-22,HOSP_A,AB-,74,9,8,0,6,0.9,34.15,0,0
2023-03-22,HOSP_A,AB-,75,10,6,0,1,0.41,34.71,0,0
2023-03-22,HOSP_A,AB-,79,2,3,0,1,0.79,35.8,0,0
2023-03-23,HOSP_A,AB-,78,12,8,0,6,0.84,36.38,0,0
2023-03-24,HOSP_A,AB-,82,5,5,0,2,0.35,34.91,0,0
2023-03-24,HOSP_A,AB-,82,7,8,0,6,0.87,30.61,0,0
2023-03-25,HOSP_A,AB-,81,1,6,0,2,0.85,33.92,0,1
2023-03-25,HOSP_A,AB-,76,7,8,0,4,0.68,35.05,0,1
2023-03-25,HOSP_A,AB-,75,11,7,0,3,0.67,37.9,0,1
2023-03-26,HOSP_A,AB-,79,7,7,0,1,0.73,36.32,0,1
2023-03-27,HOSP_A,AB-,79,0,3,0,1,0.53,39.84,0,0
2023-03-28,HOSP_A,AB-,76,7,6,0,3,0.78,34.58,0,0
2023-03-28,HOSP_A,AB-,77,10,7,0,5,0.6,31.83,0,0
2023-03-28,HOSP_A,AB-,80,7,5,0,1,0.6,37.59,0,0
2023-03-28,HOSP_A,AB-,82,9,9,0,5,0.63,35.06,0,0
2023-03-28,HOSP_A,AB-,82,4,5,0,3,0.34,37.2,0,0
2023-03-29,HOSP_A,AB-,81,9,9,0,6,0.68,36.62,0,0
2023-03-29,HOSP_A,AB-,81,9,6,0,2,0.32,33.31,0,0
2023-03-30,HOSP_A,AB-,84,4,6,0,4,0.58,31.33,0,0
2023-03-30,HOSP_A,AB-,82,14,5,0,1,0.58,35.42,0,0
2023-03-31,HOSP_A,AB-,91,12,6,0,2,0.69,35.54,0,0
2023-03-31,HOSP_A,AB-,97,6,7,0,3,0.38,32.7,0,0
2023-03-31,HOSP_A,AB-,96,1,6,0,4,0.53,33.99,0,0
2023-04-01,HOSP_A,AB-,91,7,8,0,2,0.41,36.0,0,1
2023-04-01,HOSP_A,AB-,90,9,9,0,2,0.31,36.59,0,1
2023-04-01,HOSP_A,AB-,90,4,5,0,1,0.43,32.69,0,1
2023-04-02,HOSP_A,AB-,89,12,10,0,5,0.67,36.44,0,1
2023-04-03,HOSP_A,AB-,91,8,8,0,3,0.61,34.55,0,0
2023-04-04,HOSP_A,AB-,91,0,2,0,0,0.41,33.87,0,0
2023-04-04,HOSP_A,AB-,89,5,5,0,2,0.4,36.84,0,0
2023-04-05,HOSP_A,AB-,89,7,7,0,4,0.58,34.9,0,0
